roi,method,band,contrast,n,dz,p,stars,mean_delta
L_DLPFC,IRASA,beta3,TS->ESS1,61,-1.0312550811980499,3.958298189987148e-11,***,-0.17225862541216255
L_DLPFC,IRASA,beta3,ESS1->LSS1,61,-0.5706965910185857,3.6942129479631775e-05,***,-0.12943393838941777
L_DLPFC,IRASA,beta3,WS->ESS1,61,-1.1642517984130862,6.883756607934303e-13,***,-0.23095506137425517
L_DLPFC,IRASA,beta3,WS->LSS1,61,-1.4051123475042393,5.627871037236702e-16,***,-0.3603889997636729
L_DLPFC,Hilbert,delta,WS->TS,61,-0.3807790382950367,0.00422913919620261,**,-0.08269976698103393
L_DLPFC,Hilbert,delta,TS->ESS1,61,0.5924865954326837,2.0270756842834373e-05,***,0.09970333409382212
L_DLPFC,Hilbert,delta,ESS1->LSS1,61,1.56424525286096,6.392759064041571e-18,***,0.3478084531248956
L_DLPFC,Hilbert,delta,WS->ESS1,61,0.07256063242567222,0.5730206915646266,ns,0.017003567112788172
L_DLPFC,Hilbert,delta,WS->LSS1,61,1.2695562122751005,2.944027357308328e-14,***,0.3648120202376839
L_DLPFC,Hilbert,theta,WS->TS,61,0.18609574049448113,0.1513083690770765,ns,0.024643095416308256
L_DLPFC,Hilbert,theta,TS->ESS1,61,0.4971462872119292,0.00025977662119252014,***,0.07540802336953567
L_DLPFC,Hilbert,theta,ESS1->LSS1,61,1.3767066111597785,1.2763923340433387e-15,***,0.28014553372125306
L_DLPFC,Hilbert,theta,WS->ESS1,61,0.4716617278259813,0.0004950911317884496,***,0.10005111878584393
L_DLPFC,Hilbert,theta,WS->LSS1,61,1.351102067204018,2.6832084755507964e-15,***,0.38019665250709694
L_DLPFC,Hilbert,alpha1,WS->TS,61,-1.286459111507942,1.7856238210151906e-14,***,-0.23628137846238137
L_DLPFC,Hilbert,alpha1,TS->ESS1,61,-1.796342318661165,1.3228168460186043e-20,***,-0.5096588567684814
L_DLPFC,Hilbert,alpha1,ESS1->LSS1,61,-0.046216939083995476,0.7193928487745648,ns,-0.007872005236763834
L_DLPFC,Hilbert,alpha1,WS->ESS1,61,-2.489857226173236,1.3721551069932266e-27,***,-0.7459402352308628
L_DLPFC,Hilbert,alpha1,WS->LSS1,61,-2.3953739684287356,1.011637601242691e-26,***,-0.7538122404676266
L_DLPFC,Hilbert,alpha2,WS->TS,61,-0.7294986870356573,3.906819572900729e-07,***,-0.16824537354621139
L_DLPFC,Hilbert,alpha2,TS->ESS1,61,-1.9529714831874294,2.586578063068668e-22,***,-0.5188261583581534
L_DLPFC,Hilbert,alpha2,ESS1->LSS1,61,-0.13021209795503105,0.31324210947074477,ns,-0.022087984162944087
L_DLPFC,Hilbert,alpha2,WS->ESS1,61,-1.946755339772271,3.0129798565085625e-22,***,-0.6870715319043647
L_DLPFC,Hilbert,alpha2,WS->LSS1,61,-2.0683100144085755,1.6059112352614742e-23,***,-0.7091595160673089
L_DLPFC,Hilbert,beta1,WS->TS,61,-0.894208465771787,2.6638402275906993e-09,***,-0.10566143360064024
L_DLPFC,Hilbert,beta1,TS->ESS1,61,-1.1357132772920313,1.6330915707448415e-12,***,-0.10857400392719069
L_DLPFC,Hilbert,beta1,ESS1->LSS1,61,0.4895832525051678,0.00031513855712661824,***,0.07173442343417641
L_DLPFC,Hilbert,beta1,WS->ESS1,61,-1.4557286209563087,1.3270351518788372e-16,***,-0.21423543752783086
L_DLPFC,Hilbert,beta1,WS->LSS1,61,-0.727734032096722,4.1169288278078944e-07,***,-0.1425010140936545
